Saturday,158841,85791.5959442602,609718.837154874,8.87214444715245
Sunday,155541,82754.7859564577,597122.58754668,8.95870025215689
Friday,120944,66205.7229641955,471285.738238502,8.85720413461927
Wednesday,111950,59400.8349623289,435787.091464684,9.15815986620736
Monday,112892,60485.8789635748,425469.847016923,8.78017305976925
Tuesday,109648,58288.1139619611,419046.960172657,8.95242226859301
Thursday,108226,58348.9059574204,413592.277034876,8.84790066287761
