tv-14,2160
tv-ma,3207
tv-y7,334
pg,287
pg-13,491
r,799
tv-g,220
tv-pg,863
nr,80
tv-y,307
g,41
nc-17,3
tv-gortv-y,1
tv-y7-fv,6
ur,3
unknown,5
